namespace_id,canonical_namespace,namespace_name,wiki_code,language_name
710,TimedText,TimedText,pnb,Western Punjabi
711,TimedText talk,TimedText talk,pnb,Western Punjabi
828,Module,ماڈیول,pnb,Western Punjabi
829,Module talk,ماڈیول گل بات,pnb,Western Punjabi
1728,Event,Event,pnb,Western Punjabi
1729,Event talk,Event talk,pnb,Western Punjabi
-2,Media,Μέσον,pnt,Pontic
-1,Special,Ειδικόν,pnt,Pontic
0,,,pnt,Pontic
1,Talk,Καλάτσεμαν,pnt,Pontic
2,User,Χρήστες,pnt,Pontic
3,User talk,Καλάτσεμαν χρήστε,pnt,Pontic
4,Project,Βικιπαίδεια,pnt,Pontic
5,Project talk,Βικιπαίδεια καλάτσεμαν,pnt,Pontic
6,File,Αρχείον,pnt,Pontic
7,File talk,Καλάτσεμαν αρχείονος,pnt,Pontic
8,MediaWiki,MediaWiki,pnt,Pontic
9,MediaWiki talk,MediaWiki talk,pnt,Pontic
10,Template,Πρότυπον,pnt,Pontic
11,Template talk,Καλάτσεμαν πρότυπι,pnt,Pontic
12,Help,Βοήθειαν,pnt,Pontic
13,Help talk,Καλάτσεμαν βοήθειας,pnt,Pontic
14,Category,Κατηγορίαν,pnt,Pontic
15,Category talk,Καλάτσεμαν κατηγορίας,pnt,Pontic
710,TimedText,TimedText,pnt,Pontic
711,TimedText talk,TimedText talk,pnt,Pontic
828,Module,Module,pnt,Pontic
829,Module talk,Module talk,pnt,Pontic
1728,Event,Event,pnt,Pontic
1729,Event talk,Event talk,pnt,Pontic
-2,Media,Takwikwil,ppl,Nawat
-1,Special,Wey,ppl,Nawat
0,,,ppl,Nawat
1,Talk,Titajtaketzakan,ppl,Nawat
2,User,Tuknew,ppl,Nawat
3,User talk,Tuknew titajtaketzakan,ppl,Nawat
4,Project,Wikiamachti,ppl,Nawat
5,Project talk,Wikiamachti titajtaketzakan,ppl,Nawat
6,File,Taanalis,ppl,Nawat
7,File talk,Taanalis titajtaketzakan,ppl,Nawat
8,MediaWiki,MediaWiki,ppl,Nawat
9,MediaWiki talk,MediaWiki titajtaketzakan,ppl,Nawat
10,Template,Tailwitilis,ppl,Nawat
11,Template talk,Tailwitilis titajtaketzakan,ppl,Nawat
12,Help,Shinechpalewikan,ppl,Nawat
13,Help talk,Shinechpalewikan titajtaketzakan,ppl,Nawat
14,Category,Takutun,ppl,Nawat
15,Category talk,Takutun titajtaketzakan,ppl,Nawat
710,TimedText,TimedText,ppl,Nawat
711,TimedText talk,TimedText talk,ppl,Nawat
828,Module,Tapualtakutun,ppl,Nawat
829,Module talk,Tapualtakutun titajtaketzakan,ppl,Nawat
1728,Event,Evento,ppl,Nawat
1729,Event talk,Evento discusión,ppl,Nawat
-2,Media,رسنۍ,ps,Pashto
-1,Special,ځانگړی,ps,Pashto
0,,,ps,Pashto
1,Talk,خبرې اترې,ps,Pashto
2,User,کارن,ps,Pashto
3,User talk,د کارن خبرې اترې,ps,Pashto
4,Project,ويکيپېډيا,ps,Pashto
5,Project talk,د ويکيپېډيا خبرې اترې,ps,Pashto
6,File,دوتنه,ps,Pashto
7,File talk,د دوتنې خبرې اترې,ps,Pashto
8,MediaWiki,مېډياويکي,ps,Pashto
9,MediaWiki talk,د مېډياويکي خبرې اترې,ps,Pashto
10,Template,کينډۍ,ps,Pashto
11,Template talk,د کينډۍ خبرې اترې,ps,Pashto
12,Help,لارښود,ps,Pashto
13,Help talk,د لارښود خبرې اترې,ps,Pashto
14,Category,وېشنيزه,ps,Pashto
15,Category talk,د وېشنيزې خبرې اترې,ps,Pashto
100,تانبه,تانبه,ps,Pashto
101,د تانبې خبرې اترې,د تانبې خبرې اترې,ps,Pashto
710,TimedText,TimedText,ps,Pashto
711,TimedText talk,TimedText talk,ps,Pashto
828,Module,چلنوال,ps,Pashto
829,Module talk,د چلنوال خبرې اترې,ps,Pashto
1728,Event,پېښه,ps,Pashto
1729,Event talk,د پېښې خبرې اترې,ps,Pashto
-2,Media,Multimédia,pt,Portuguese
-1,Special,Especial,pt,Portuguese
0,,,pt,Portuguese
1,Talk,Discussão,pt,Portuguese
2,User,Usuário(a),pt,Portuguese
3,User talk,Usuário(a) Discussão,pt,Portuguese
4,Project,Wikipédia,pt,Portuguese
5,Project talk,Wikipédia Discussão,pt,Portuguese
6,File,Ficheiro,pt,Portuguese
7,File talk,Ficheiro Discussão,pt,Portuguese
8,MediaWiki,MediaWiki,pt,Portuguese
9,MediaWiki talk,MediaWiki Discussão,pt,Portuguese
10,Template,Predefinição,pt,Portuguese
11,Template talk,Predefinição Discussão,pt,Portuguese
12,Help,Ajuda,pt,Portuguese
13,Help talk,Ajuda Discussão,pt,Portuguese
14,Category,Categoria,pt,Portuguese
15,Category talk,Categoria Discussão,pt,Portuguese
100,Portal,Portal,pt,Portuguese
101,Portal Discussão,Portal Discussão,pt,Portuguese
104,Livro,Livro,pt,Portuguese
105,Livro Discussão,Livro Discussão,pt,Portuguese
446,Education Program,Education Program,pt,Portuguese
447,Education Program talk,Education Program talk,pt,Portuguese
710,TimedText,TimedText,pt,Portuguese
711,TimedText talk,TimedText talk,pt,Portuguese
828,Module,Módulo,pt,Portuguese
829,Module talk,Módulo Discussão,pt,Portuguese
1728,Event,Evento,pt,Portuguese
1729,Event talk,Evento Discussão,pt,Portuguese
2600,Topic,Tópico,pt,Portuguese
-2,Media,mitiya,pwn,Paiwan
-1,Special,pinakisumaljiyan,pwn,Paiwan
0,,,pwn,Paiwan
1,Talk,kakaljavaran,pwn,Paiwan
2,User,avan a kipakamanguanguaq,pwn,Paiwan
3,User talk,kipakamanguanguaq kakaljavaran,pwn,Paiwan
4,Project,Wikipedia,pwn,Paiwan
5,Project talk,Wikipedia kakaljavaran,pwn,Paiwan
6,File,sineqetj a vecik,pwn,Paiwan
7,File talk,sineqetj a vecik kakaljavaran,pwn,Paiwan
8,MediaWiki,MediaWiki,pwn,Paiwan
9,MediaWiki talk,MediaWiki kakaljavaran,pwn,Paiwan
10,Template,kakivauvaljan,pwn,Paiwan
11,Template talk,kakivauvaljan kakaljavaran,pwn,Paiwan
12,Help,remasudj,pwn,Paiwan
13,Help talk,remasudj kakaljavaran,pwn,Paiwan
14,Category,pinapapilipiliqan,pwn,Paiwan
15,Category talk,pinapapilipiliqan kakaljavaran,pwn,Paiwan
710,TimedText,TimedText,pwn,Paiwan
711,TimedText talk,TimedText talk,pwn,Paiwan
828,Module,模組,pwn,Paiwan
829,Module talk,模組討論,pwn,Paiwan
1728,Event,Event,pwn,Paiwan
1729,Event talk,Event talk,pwn,Paiwan
-2,Media,Midya,qu,Quechua
-1,Special,Sapaq,qu,Quechua
0,,,qu,Quechua
1,Talk,Rimanakuy,qu,Quechua
2,User,Ruraq,qu,Quechua
3,User talk,Ruraq rimanakuy,qu,Quechua
4,Project,Wikipidiya,qu,Quechua
5,Project talk,Wikipidiya rimanakuy,qu,Quechua
6,File,Rikcha,qu,Quechua
7,File talk,Rikcha rimanakuy,qu,Quechua
8,MediaWiki,MediaWiki,qu,Quechua
9,MediaWiki talk,MediaWiki rimanakuy,qu,Quechua
10,Template,Plantilla,qu,Quechua
11,Template talk,Plantilla rimanakuy,qu,Quechua
12,Help,Yanapa,qu,Quechua
13,Help talk,Yanapa rimanakuy,qu,Quechua
14,Category,Katiguriya,qu,Quechua
15,Category talk,Katiguriya rimanakuy,qu,Quechua
710,TimedText,TimedText,qu,Quechua
711,TimedText talk,TimedText talk,qu,Quechua
828,Module,Módulo,qu,Quechua
829,Module talk,Módulo discusión,qu,Quechua
1728,Event,Evento,qu,Quechua
1729,Event talk,Evento discusión,qu,Quechua
-2,Media,မီဒီယာ,rki,Arakanese
-1,Special,အထူး,rki,Arakanese
0,,,rki,Arakanese
1,Talk,ဆွီးနွီးချက်,rki,Arakanese
2,User,အသုံးပြုလူ,rki,Arakanese
3,User talk,အသုံးပြုလူ ဆွီးနွီးချက်,rki,Arakanese
4,Project,ဝီကီးပီးဒီးယား,rki,Arakanese
5,Project talk,ဝီကီးပီးဒီးယား ဆွီးနွီးချက်,rki,Arakanese
6,File,ဖိုင်,rki,Arakanese
7,File talk,ဖိုင် ဆွီးနွီးချက်,rki,Arakanese
8,MediaWiki,မီဒီယာဝီကီ,rki,Arakanese
9,MediaWiki talk,မီဒီယာဝီကီ ဆွီးနွီးချက်,rki,Arakanese
10,Template,တမ်းပလိတ်,rki,Arakanese
11,Template talk,တမ်းပလိတ် ဆွီးနွီးချက်,rki,Arakanese
12,Help,အကူအညီ,rki,Arakanese
13,Help talk,အကူအညီ ဆွီးနွီးချက်,rki,Arakanese
14,Category,ကဏ္ဍ,rki,Arakanese
15,Category talk,ကဏ္ဍ ဆွီးနွီးချက်,rki,Arakanese
710,TimedText,TimedText,rki,Arakanese
711,TimedText talk,TimedText talk,rki,Arakanese
828,Module,Module,rki,Arakanese
829,Module talk,Module talk,rki,Arakanese
1728,Event,Event,rki,Arakanese
1729,Event talk,Event talk,rki,Arakanese
-2,Media,Multimedia,rm,Romansh
-1,Special,Spezial,rm,Romansh
0,,,rm,Romansh
1,Talk,Discussiun,rm,Romansh
2,User,Utilisader,rm,Romansh
3,User talk,Utilisader discussiun,rm,Romansh
4,Project,Wikipedia,rm,Romansh
5,Project talk,Wikipedia discussiun,rm,Romansh
6,File,Datoteca,rm,Romansh
7,File talk,Datoteca discussiun,rm,Romansh
8,MediaWiki,MediaWiki,rm,Romansh
9,MediaWiki talk,MediaWiki discussiun,rm,Romansh
10,Template,Model,rm,Romansh
11,Template talk,Model discussiun,rm,Romansh
12,Help,Agid,rm,Romansh
13,Help talk,Agid discussiun,rm,Romansh
14,Category,Categoria,rm,Romansh
15,Category talk,Categoria discussiun,rm,Romansh
710,TimedText,TimedText,rm,Romansh
711,TimedText talk,TimedText talk,rm,Romansh
828,Module,Modul,rm,Romansh
829,Module talk,Modul Diskussion,rm,Romansh
1728,Event,Veranstaltung,rm,Romansh
1729,Event talk,Veranstaltung Diskussion,rm,Romansh
-2,Media,Mediya,rmy,Vlax Romani
-1,Special,Uzalutno,rmy,Vlax Romani
0,,,rmy,Vlax Romani
1,Talk,Vakyarimata,rmy,Vlax Romani
2,User,Jeno,rmy,Vlax Romani
3,User talk,Jeno vakyarimata,rmy,Vlax Romani
4,Project,Vikipidiya,rmy,Vlax Romani
5,Project talk,Vikipidiyake vakyarimata,rmy,Vlax Romani
6,File,Chitro,rmy,Vlax Romani
7,File talk,Chitro vakyarimata,rmy,Vlax Romani
8,MediaWiki,MediyaViki,rmy,Vlax Romani
9,MediaWiki talk,MediyaViki vakyarimata,rmy,Vlax Romani
10,Template,Sikavno,rmy,Vlax Romani
11,Template talk,Sikavno vakyarimata,rmy,Vlax Romani
12,Help,Zhutipen,rmy,Vlax Romani
13,Help talk,Zhutipen vakyarimata,rmy,Vlax Romani
14,Category,Shopni,rmy,Vlax Romani
15,Category talk,Shopni vakyarimata,rmy,Vlax Romani
710,TimedText,TimedText,rmy,Vlax Romani
711,TimedText talk,TimedText talk,rmy,Vlax Romani
828,Module,Modul,rmy,Vlax Romani
829,Module talk,Discuție Modul,rmy,Vlax Romani
1728,Event,Event,rmy,Vlax Romani
1729,Event talk,Event talk,rmy,Vlax Romani
-2,Media,Media,rn,Rundi
-1,Special,Vyisangije,rn,Rundi
0,,,rn,Rundi
1,Talk,Ikiyago,rn,Rundi
2,User,Uwukoresha,rn,Rundi
3,User talk,Ikiyago c'uwukoresha,rn,Rundi
4,Project,Wikipedia,rn,Rundi
5,Project talk,Ikiyago kuri Wikipedia,rn,Rundi
6,File,Dosiye,rn,Rundi
7,File talk,Ikiyago kw'idosiye,rn,Rundi
8,MediaWiki,MediaWiki,rn,Rundi
9,MediaWiki talk,Ikiyago kuri MediaWiki,rn,Rundi
10,Template,Ingero,rn,Rundi
11,Template talk,Ikiyago cerekeye ingero,rn,Rundi
12,Help,Ubufasha,rn,Rundi
13,Help talk,Ikiyago k'ubufasha,rn,Rundi
14,Category,Umuce,rn,Rundi
15,Category talk,Ikiyago cerekeye umuce,rn,Rundi
710,TimedText,TimedText,rn,Rundi
711,TimedText talk,TimedText talk,rn,Rundi
828,Module,Module,rn,Rundi
829,Module talk,Module talk,rn,Rundi
1728,Event,Event,rn,Rundi
1729,Event talk,Event talk,rn,Rundi
-2,Media,Media,ro,Romanian
-1,Special,Special,ro,Romanian
0,,,ro,Romanian
1,Talk,Discuție,ro,Romanian
2,User,Utilizator,ro,Romanian
3,User talk,Discuție Utilizator,ro,Romanian
4,Project,Wikipedia,ro,Romanian
5,Project talk,Discuție Wikipedia,ro,Romanian
6,File,Fișier,ro,Romanian
7,File talk,Discuție Fișier,ro,Romanian
8,MediaWiki,MediaWiki,ro,Romanian
9,MediaWiki talk,Discuție MediaWiki,ro,Romanian
10,Template,Format,ro,Romanian
11,Template talk,Discuție Format,ro,Romanian
12,Help,Ajutor,ro,Romanian
13,Help talk,Discuție Ajutor,ro,Romanian
14,Category,Categorie,ro,Romanian
15,Category talk,Discuție Categorie,ro,Romanian
100,Portal,Portal,ro,Romanian
101,Discuție Portal,Discuție Portal,ro,Romanian
102,Proiect,Proiect,ro,Romanian
103,Discuție Proiect,Discuție Proiect,ro,Romanian
108,Cod,Cod,ro,Romanian
109,Discuție Cod,Discuție Cod,ro,Romanian
110,Carte,Carte,ro,Romanian
111,Discuție Carte,Discuție Carte,ro,Romanian
460,Campaign,Campaign,ro,Romanian
461,Campaign talk,Campaign talk,ro,Romanian
710,TimedText,TimedText,ro,Romanian
711,TimedText talk,TimedText talk,ro,Romanian
828,Module,Modul,ro,Romanian
829,Module talk,Discuție Modul,ro,Romanian
1728,Event,Event,ro,Romanian
1729,Event talk,Event talk,ro,Romanian
-2,Media,Media,roa-tara,Tarantino
-1,Special,Speciale,roa-tara,Tarantino
0,,,roa-tara,Tarantino
1,Talk,Discussione,roa-tara,Tarantino
2,User,Utente,roa-tara,Tarantino
3,User talk,Discussioni utente,roa-tara,Tarantino
4,Project,Wikipedia,roa-tara,Tarantino
5,Project talk,Discussioni Wikipedia,roa-tara,Tarantino
6,File,File,roa-tara,Tarantino
7,File talk,Discussioni file,roa-tara,Tarantino
8,MediaWiki,MediaWiki,roa-tara,Tarantino
9,MediaWiki talk,Discussioni MediaWiki,roa-tara,Tarantino
10,Template,Template,roa-tara,Tarantino
11,Template talk,Discussioni template,roa-tara,Tarantino
12,Help,Aiuto,roa-tara,Tarantino
13,Help talk,Discussioni aiuto,roa-tara,Tarantino
14,Category,Categoria,roa-tara,Tarantino
15,Category talk,Discussioni categoria,roa-tara,Tarantino
100,Portale,Portale,roa-tara,Tarantino
101,'Ngazzaminde d'u Portale,'Ngazzaminde d'u Portale,roa-tara,Tarantino
710,TimedText,TimedText,roa-tara,Tarantino
711,TimedText talk,TimedText talk,roa-tara,Tarantino
828,Module,Modulo,roa-tara,Tarantino
829,Module talk,Discussioni modulo,roa-tara,Tarantino
1728,Event,Evento,roa-tara,Tarantino
1729,Event talk,Discussioni evento,roa-tara,Tarantino
-2,Media,Медий,rsk,Pannonian Rusyn
-1,Special,Окреме,rsk,Pannonian Rusyn
0,,,rsk,Pannonian Rusyn
1,Talk,Розгварка,rsk,Pannonian Rusyn
2,User,Хаснователь,rsk,Pannonian Rusyn
3,User talk,Розгварка зоз хасновательом,rsk,Pannonian Rusyn
4,Project,Википедия,rsk,Pannonian Rusyn
5,Project talk,Розгварка о Википедиї,rsk,Pannonian Rusyn
6,File,Файл,rsk,Pannonian Rusyn
7,File talk,Розгварка о файлу,rsk,Pannonian Rusyn
8,MediaWiki,МедияВики,rsk,Pannonian Rusyn
9,MediaWiki talk,Розгварка о МедияВикию,rsk,Pannonian Rusyn
10,Template,Шаблон,rsk,Pannonian Rusyn
11,Template talk,Розгварка о шаблону,rsk,Pannonian Rusyn
12,Help,Помоц,rsk,Pannonian Rusyn
13,Help talk,Розгварка о помоци,rsk,Pannonian Rusyn
14,Category,Катеґория,rsk,Pannonian Rusyn
15,Category talk,Розгварка о катеґориї,rsk,Pannonian Rusyn
710,TimedText,TimedText,rsk,Pannonian Rusyn
711,TimedText talk,TimedText talk,rsk,Pannonian Rusyn
828,Module,Модул,rsk,Pannonian Rusyn
829,Module talk,Разговор о модулу,rsk,Pannonian Rusyn
1728,Event,Event,rsk,Pannonian Rusyn
1729,Event talk,Event talk,rsk,Pannonian Rusyn
-2,Media,Медиа,ru,Russian
-1,Special,Служебная,ru,Russian
0,,,ru,Russian
1,Talk,Обсуждение,ru,Russian
2,User,Участник,ru,Russian
3,User talk,Обсуждение участника,ru,Russian
4,Project,Википедия,ru,Russian
5,Project talk,Обсуждение Википедии,ru,Russian
6,File,Файл,ru,Russian
7,File talk,Обсуждение файла,ru,Russian
8,MediaWiki,MediaWiki,ru,Russian
9,MediaWiki talk,Обсуждение MediaWiki,ru,Russian
10,Template,Шаблон,ru,Russian
11,Template talk,Обсуждение шаблона,ru,Russian
12,Help,Справка,ru,Russian
13,Help talk,Обсуждение справки,ru,Russian
14,Category,Категория,ru,Russian
15,Category talk,Обсуждение категории,ru,Russian
100,Портал,Портал,ru,Russian
101,Обсуждение портала,Обсуждение портала,ru,Russian
102,Инкубатор,Инкубатор,ru,Russian
103,Обсуждение Инкубатора,Обсуждение Инкубатора,ru,Russian
104,Проект,Проект,ru,Russian
105,Обсуждение проекта,Обсуждение проекта,ru,Russian
106,Арбитраж,Арбитраж,ru,Russian
107,Обсуждение арбитража,Обсуждение арбитража,ru,Russian
710,TimedText,TimedText,ru,Russian
711,TimedText talk,TimedText talk,ru,Russian
828,Module,Модуль,ru,Russian
829,Module talk,Обсуждение модуля,ru,Russian
1728,Event,Event,ru,Russian
1729,Event talk,Event talk,ru,Russian
-2,Media,Медіа,rue,Rusyn
-1,Special,Шпеціална,rue,Rusyn
0,,,rue,Rusyn
1,Talk,Діскузія,rue,Rusyn
2,User,Хоснователь,rue,Rusyn
3,User talk,Діскузія з хоснователём,rue,Rusyn
4,Project,Вікіпедія,rue,Rusyn
5,Project talk,Діскузія ку Вікіпедії,rue,Rusyn
6,File,Файл,rue,Rusyn
7,File talk,Діскузія ку файлу,rue,Rusyn
8,MediaWiki,MediaWiki,rue,Rusyn
9,MediaWiki talk,Діскузія ку MediaWiki,rue,Rusyn
10,Template,Шаблона,rue,Rusyn
11,Template talk,Діскузія ку шаблонї,rue,Rusyn
12,Help,Поміч,rue,Rusyn
13,Help talk,Діскузія ку помочі,rue,Rusyn
14,Category,Катеґорія,rue,Rusyn
15,Category talk,Діскузія ку катеґорії,rue,Rusyn
710,TimedText,TimedText,rue,Rusyn
711,TimedText talk,TimedText talk,rue,Rusyn
828,Module,Модуль,rue,Rusyn
829,Module talk,Обговорення модуля,rue,Rusyn
1728,Event,Подія,rue,Rusyn
1729,Event talk,Обговорення події,rue,Rusyn
-2,Media,Media,rup,Aromanian
-1,Special,Special,rup,Aromanian
0,,,rup,Aromanian
1,Talk,Discuție,rup,Aromanian
2,User,Utilizator,rup,Aromanian
3,User talk,Discuție Utilizator,rup,Aromanian
4,Project,Wikipedia,rup,Aromanian
5,Project talk,Discuție Wikipedia,rup,Aromanian
6,File,Fișier,rup,Aromanian
7,File talk,Discuție Fișier,rup,Aromanian
8,MediaWiki,MediaWiki,rup,Aromanian
9,MediaWiki talk,Discuție MediaWiki,rup,Aromanian
10,Template,Format,rup,Aromanian
11,Template talk,Discuție Format,rup,Aromanian
12,Help,Ajutor,rup,Aromanian
13,Help talk,Discuție Ajutor,rup,Aromanian
14,Category,Categorie,rup,Aromanian
15,Category talk,Discuție Categorie,rup,Aromanian
710,TimedText,TimedText,rup,Aromanian
711,TimedText talk,TimedText talk,rup,Aromanian
828,Module,Modul,rup,Aromanian
829,Module talk,Discuție Modul,rup,Aromanian
1728,Event,Event,rup,Aromanian
1729,Event talk,Event talk,rup,Aromanian
-2,Media,Itangazamakuru,rw,Kinyarwanda
-1,Special,Ibidasanzwe,rw,Kinyarwanda
0,,,rw,Kinyarwanda
1,Talk,Ibiganiro,rw,Kinyarwanda
2,User,Umukoresha,rw,Kinyarwanda
3,User talk,Ibiganiro by'umukoresha,rw,Kinyarwanda
4,Project,Wikipedia,rw,Kinyarwanda
5,Project talk,Ibiganiro kuri Wikipedia,rw,Kinyarwanda
6,File,Dosiye,rw,Kinyarwanda
7,File talk,Ibiganiro kuri dosiye,rw,Kinyarwanda
8,MediaWiki,MediyaWiki,rw,Kinyarwanda
9,MediaWiki talk,Ibiganiro kuri MediyaWiki,rw,Kinyarwanda
10,Template,Inyandikorugero,rw,Kinyarwanda
11,Template talk,Ibiganiro ku nyandikorugero,rw,Kinyarwanda
12,Help,Ubufasha,rw,Kinyarwanda
13,Help talk,Ibiganiro ku bufasha,rw,Kinyarwanda
14,Category,Ikiciro,rw,Kinyarwanda
15,Category talk,Ibiganiro ku byiciro,rw,Kinyarwanda
710,TimedText,TimedText,rw,Kinyarwanda
711,TimedText talk,TimedText talk,rw,Kinyarwanda
828,Module,Module,rw,Kinyarwanda
829,Module talk,Module talk,rw,Kinyarwanda
1728,Event,Event,rw,Kinyarwanda
1729,Event talk,Event talk,rw,Kinyarwanda
-2,Media,माध्यमम्,sa,Sanskrit
-1,Special,विशेषः,sa,Sanskrit
0,,,sa,Sanskrit
1,Talk,सम्भाषणम्,sa,Sanskrit
2,User,सदस्यः,sa,Sanskrit
3,User talk,सदस्यसम्भाषणम्,sa,Sanskrit
4,Project,विकिपीडिया,sa,Sanskrit
5,Project talk,विकिपीडियासम्भाषणम्,sa,Sanskrit
6,File,सञ्चिका,sa,Sanskrit
7,File talk,सञ्चिकासम्भाषणम्,sa,Sanskrit
8,MediaWiki,मीडियाविकि,sa,Sanskrit
9,MediaWiki talk,मीडियाविकिसम्भाषणम्,sa,Sanskrit
10,Template,फलकम्,sa,Sanskrit
11,Template talk,फलकसम्भाषणम्,sa,Sanskrit
12,Help,साहाय्यम्,sa,Sanskrit
13,Help talk,साहाय्यसम्भाषणम्,sa,Sanskrit
14,Category,वर्गः,sa,Sanskrit
15,Category talk,वर्गसम्भाषणम्,sa,Sanskrit
100,प्रवेशद्वारम्,प्रवेशद्वारम्,sa,Sanskrit
101,प्रवेशद्वारसम्भाषणम्,प्रवेशद्वारसम्भाषणम्,sa,Sanskrit
710,TimedText,TimedText,sa,Sanskrit
711,TimedText talk,TimedText talk,sa,Sanskrit
828,Module,पटलम्,sa,Sanskrit
829,Module talk,पटलसम्भाषणम्,sa,Sanskrit
1728,Event,Event,sa,Sanskrit
1729,Event talk,Event talk,sa,Sanskrit
-2,Media,Миэдьийэ,sah,Yakut
-1,Special,Аналлаах,sah,Yakut
0,,,sah,Yakut
1,Talk,Ырытыы,sah,Yakut
2,User,Кыттааччы,sah,Yakut
3,User talk,Кыттааччы ырытыыта,sah,Yakut
4,Project,Бикипиэдьийэ,sah,Yakut
5,Project talk,Бикипиэдьийэ ырытыыта,sah,Yakut
6,File,Билэ,sah,Yakut
7,File talk,Билэ ырытыыта,sah,Yakut
8,MediaWiki,MediaWiki,sah,Yakut
9,MediaWiki talk,MediaWiki-ни ырытыы,sah,Yakut
10,Template,Халыып,sah,Yakut
11,Template talk,Халыыбы ырытыы,sah,Yakut
12,Help,Көмө,sah,Yakut
13,Help talk,Көмөнү ырытыы,sah,Yakut
14,Category,Категория,sah,Yakut
15,Category talk,Категорияны ырытыы,sah,Yakut
710,TimedText,TimedText,sah,Yakut
711,TimedText talk,TimedText talk,sah,Yakut
828,Module,Модуль,sah,Yakut
829,Module talk,Обсуждение модуля,sah,Yakut
1728,Event,Event,sah,Yakut
1729,Event talk,Event talk,sah,Yakut
-2,Media,ᱢᱤᱰᱤᱭᱟ,sat,Santali
-1,Special,ᱟᱥᱚᱠᱟᱭ,sat,Santali
0,,,sat,Santali
1,Talk,ᱜᱟᱞᱢᱟᱨᱟᱣ,sat,Santali
2,User,ᱵᱮᱵᱷᱟᱨᱤᱭᱟᱹ,sat,Santali
3,User talk,ᱵᱮᱵᱷᱟᱨᱤᱭᱟᱹ ᱜᱟᱞᱢᱟᱨᱟᱣ,sat,Santali
4,Project,ᱣᱤᱠᱤᱯᱤᱰᱤᱭᱟ,sat,Santali
5,Project talk,ᱣᱤᱠᱤᱯᱤᱰᱤᱭᱟ ᱨᱚᱲ,sat,Santali
6,File,ᱨᱮᱫ,sat,Santali
7,File talk,ᱨᱮᱫ ᱜᱟᱞᱢᱟᱨᱟᱣ,sat,Santali
8,MediaWiki,ᱢᱤᱰᱤᱭᱟᱣᱤᱠᱤ,sat,Santali
9,MediaWiki talk,ᱢᱤᱰᱤᱭᱟᱣᱤᱠᱤ ᱜᱟᱞᱢᱟᱨᱟᱣ,sat,Santali
10,Template,ᱪᱷᱟᱸᱪ,sat,Santali
11,Template talk,ᱪᱷᱟᱸᱪ ᱜᱟᱞᱢᱟᱨᱟᱣ,sat,Santali
12,Help,ᱜᱚᱸᱲᱚᱸ,sat,Santali
13,Help talk,ᱜᱚᱸᱲᱚᱸ ᱜᱟᱞᱢᱟᱨᱟᱣ,sat,Santali
14,Category,ᱛᱷᱚᱠ,sat,Santali
15,Category talk,ᱛᱷᱚᱠ ᱜᱟᱞᱢᱟᱨᱟᱣ,sat,Santali
710,TimedText,TimedText,sat,Santali
711,TimedText talk,TimedText talk,sat,Santali
828,Module,ᱢᱳᱰᱩᱞ,sat,Santali
829,Module talk,ᱢᱳᱰᱩᱞ ᱜᱟᱞᱢᱟᱨᱟᱣ,sat,Santali
1728,Event,Event,sat,Santali
1729,Event talk,Event talk,sat,Santali
-2,Media,Media,sc,Sardinian
-1,Special,Ispetziale,sc,Sardinian
0,,,sc,Sardinian
1,Talk,Cuntierra,sc,Sardinian
2,User,Usuàriu,sc,Sardinian
3,User talk,Cuntierra usuàriu,sc,Sardinian
4,Project,Wikipedia,sc,Sardinian
5,Project talk,Cuntierra Wikipedia,sc,Sardinian
6,File,File,sc,Sardinian
7,File talk,Cuntierra file,sc,Sardinian
8,MediaWiki,MediaWiki,sc,Sardinian
9,MediaWiki talk,Cuntierra MediaWiki,sc,Sardinian
10,Template,Template,sc,Sardinian
11,Template talk,Cuntierra template,sc,Sardinian
12,Help,Agiudu,sc,Sardinian
13,Help talk,Cuntierra agiudu,sc,Sardinian
14,Category,Categoria,sc,Sardinian
15,Category talk,Cuntierra categoria,sc,Sardinian
710,TimedText,TimedText,sc,Sardinian
711,TimedText talk,TimedText talk,sc,Sardinian
828,Module,Module,sc,Sardinian
829,Module talk,Module talk,sc,Sardinian
1728,Event,Event,sc,Sardinian
1729,Event talk,Event talk,sc,Sardinian
-2,Media,Mèdia,scn,Sicilian
-1,Special,Spiciali,scn,Sicilian
0,,,scn,Sicilian
1,Talk,Discussioni,scn,Sicilian
2,User,Utenti,scn,Sicilian
3,User talk,Discussioni utenti,scn,Sicilian
4,Project,Wikipedia,scn,Sicilian
5,Project talk,Discussioni Wikipedia,scn,Sicilian
6,File,File,scn,Sicilian
7,File talk,Discussioni file,scn,Sicilian
8,MediaWiki,MediaWiki,scn,Sicilian
9,MediaWiki talk,Discussioni MediaWiki,scn,Sicilian
10,Template,Template,scn,Sicilian
11,Template talk,Discussioni template,scn,Sicilian
12,Help,Aiutu,scn,Sicilian
13,Help talk,Discussioni aiutu,scn,Sicilian
14,Category,Catigurìa,scn,Sicilian
15,Category talk,Discussioni catigurìa,scn,Sicilian
100,Purtali,Purtali,scn,Sicilian
101,Discussioni purtali,Discussioni purtali,scn,Sicilian
102,Pruggettu,Pruggettu,scn,Sicilian
103,Discussioni pruggettu,Discussioni pruggettu,scn,Sicilian
710,TimedText,TimedText,scn,Sicilian
711,TimedText talk,TimedText talk,scn,Sicilian
828,Module,Mòdulu,scn,Sicilian
829,Module talk,Discussioni mòdulu,scn,Sicilian
